Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8
  ghost atom cutoff = 8
  binsize = 4, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair deepmd, perpetual
      attributes: , newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
WARNING: Proc sub-domain size < neighbor skin, could lead to lost atoms (src/domain.cpp:963)
Per MPI rank memory allocation (min/avg/max) = 4.263 | 4.265 | 4.267 Mbytes
Step        CPU                Time   Temp         Press        Volume       Density      TotEng
   29500    605.74958         29.5    5208.1063    4729686.3    2432.9195    7.0422874   -552456.19 
   29600    607.69643         29.6    4640.4722    4788838.2    2424.7207    7.0660998   -552445.35 
   29700    609.72868         29.7    4848.0122    4734619.5     2427.883    7.0568961   -552456.14 
   29800    611.75303         29.8    4969.9316      4686189    2435.9249    7.0335987   -552464.75 
   29900    613.71374         29.9    5155.8896    4726994.1    2443.1277    7.0128623   -552494.84 
   30000    615.74081           30    5172.3745    4654381.1    2459.1986    6.9670333   -552574.88 
   30100     617.7984         30.1    4952.4492    4687785.6    2454.1547    6.9813523   -552580.96 
   30200    619.86216         30.2    4890.7663    4771586.9    2435.1142    7.0359404   -552527.69 
   30300    621.86792         30.3    4712.8488    4691370.9    2444.8278    7.0079857   -552556.28 
   30400    623.85474         30.4     5107.041    4649900.4     2464.867    6.9510114   -552619.81 
   30500    625.87902         30.5    5276.1654      4704029    2459.8255    6.9652576   -552618.26 
   30600    627.89629         30.6    5361.9982    4796621.2    2450.3881    6.9920836   -552618.27 
   30700    629.92665         30.7    4522.9028    4681573.8     2460.355    6.9637587   -552656.31 
   30800    631.93852         30.8    5093.8496    4656687.2    2469.9584    6.9366829   -552681.65 
   30900    633.95264         30.9    5228.9228    4765060.9    2457.8961    6.9707253    -552629.2 
   31000    635.99665           31    5098.4351    4750980.6    2441.3238    7.0180444   -552545.28 
   31100    638.05627         31.1    4586.4739      4647182    2439.4192    7.0235235   -552496.94 
   31200    640.07833         31.2      5092.92    4752602.7    2427.2761    7.0586606   -552452.34 
   31300    642.09249         31.3    5095.4259    4748095.6    2427.0039    7.0594523   -552427.79 
   31400    644.14523         31.4    5000.1261    4633558.2    2444.0093    7.0103328   -552477.76 
   31500    646.14371         31.5    5136.8009    4662979.6    2438.4308    7.0263707   -552473.63 
   31600    648.16844         31.6    4617.3177      4788155    2416.7093     7.089524   -552444.93 
   31700    650.19886         31.7    4685.8757    4726062.4    2424.6714    7.0662436   -552468.47 
   31800    652.32115         31.8    5113.3575    4649796.4    2449.7658    6.9938596   -552540.79 
   31900    654.29786         31.9    5200.3141    4634321.6    2450.6473     6.991344   -552532.28 
   32000     656.3662           32    5024.8467      4777556    2432.0199    7.0448925   -552481.04 
   32100    658.44724         32.1    4754.8048    4683738.7    2429.9133    7.0509999   -552479.98 
   32200    660.38464         32.2    4670.9787    4728824.7    2426.2186    7.0617373   -552478.21 
   32300    662.42256         32.3    4990.2434    4714094.6    2426.5301    7.0608308   -552459.77 
   32400    664.39609         32.4    5087.0438      4678192    2438.5256    7.0260973   -552467.16 
   32500    666.43834         32.5    4884.7887    4673569.6    2441.8331    7.0165806   -552480.15 
   32600    668.52983         32.6    4947.1688    4706183.4    2431.2073    7.0472469   -552451.77 
   32700    670.61343         32.7    5129.5714    4741472.1     2427.521    7.0579485   -552470.32 
   32800     672.6594         32.8    4929.9569    4644684.4     2452.981    6.9846925   -552582.25 
   32900    674.67974         32.9     5054.774      4577934    2474.8598    6.9229451   -552664.82 
   33000    676.68901           33    4854.0868    4713436.5    2461.3762    6.9608694   -552637.27 
   33100    678.70804         33.1    4920.7521    4793198.6     2449.385    6.9949472   -552616.35 
   33200    680.74842         33.2    5281.4523      4697232     2473.326    6.9272381   -552700.42 
   33300      682.752         33.3     4871.923    4587484.5    2481.3492    6.9048397   -552738.28 
   33400    684.76148         33.4    4937.5293    4807902.8     2454.917    6.9791843   -552660.33 
   33500    686.79562         33.5    5168.5569    4788019.7    2459.4686    6.9662685   -552670.55 
   33600    688.79827         33.6    5259.9788      4635883     2491.422    6.8769235   -552762.89 
   33700    690.81345         33.7    5302.9053    4629067.2    2494.1883    6.8692964   -552786.11 
   33800    692.81007         33.8    5181.3935    4780681.8    2467.2682    6.9442464   -552729.35 
   33900    694.82661         33.9    5144.1277    4711747.7    2475.8049    6.9203024   -552767.18 
   34000    696.85269           34    4992.9784    4588897.4    2491.8264    6.8758074    -552823.5 
   34100    698.87838         34.1    4952.9079    4755414.3    2468.9163    6.9396108   -552748.63 
   34200    700.89922         34.2    5391.2278      4776838    2468.7338    6.9401238   -552724.81 
   34300     702.8968         34.3    5193.5717    4591622.5    2499.7747     6.853945   -552809.01 
   34400    704.90565         34.4    4910.7804      4678025    2484.1762    6.8969819   -552779.04 
   34500    706.90462         34.5    4966.8377    4829011.6     2456.618    6.9743518   -552728.18 
   34600    708.90297         34.6    4955.5662    4659342.9    2480.7614    6.9064757   -552796.79 
   34700    710.91486         34.7    4973.7961      4592871    2494.7357    6.8677891   -552818.68 
   34800    712.91075         34.8    5092.5937    4791355.6    2468.7153    6.9401757   -552728.85 
   34900    714.92983         34.9    5102.3926    4729741.1    2475.2828     6.921762   -552751.68 
   35000    716.92045           35    4759.8933    4580087.2    2495.3215    6.8661768   -552833.36 
   35100     718.9106         35.1    4505.6297      4770820    2469.0714    6.9391749   -552769.75 
   35200    720.92898         35.2    4892.1625    4803000.7    2463.1343    6.9559011   -552745.58 
   35300    722.92187         35.3    4709.2726    4583293.4    2494.0234    6.8697503   -552827.73 
   35400    724.94384         35.4    5163.3418    4678697.8     2482.973    6.9003241    -552782.3 
   35500    727.00411         35.5    5082.6598    4832559.1    2463.4447    6.9550246   -552715.14 
   35600    728.99995         35.6     5311.281    4644006.5    2487.1703    6.8886792   -552778.47 
   35700    731.00695         35.7    4872.5644    4617439.3    2492.3472    6.8743706   -552818.62 
   35800    733.00049         35.8    4548.9235    4816177.6    2461.6262    6.9601626   -552749.86 
   35900    735.02061         35.9    5066.0369    4733572.4    2469.3586    6.9383678   -552762.76 
   36000    737.01488           36    5462.1875    4594362.1    2493.8622    6.8701946    -552801.4 
   36100    739.00651         36.1    4930.9692    4660787.1    2478.2005    6.9136127    -552762.3 
   36200    741.02508         36.2    4920.5299    4800648.6    2466.3127    6.9469367    -552725.2 
   36300    743.02077         36.3    5035.9418    4643736.6    2487.5524     6.887621   -552795.98 
   36400     745.0296         36.4    4906.9664    4645619.6    2484.5194    6.8960292   -552803.85 
   36500    747.02188         36.5    4762.4652    4770636.4     2465.155    6.9501993   -552752.81 
   36600    749.01313         36.6    4608.5363    4699606.5    2475.5782    6.9209362   -552795.95 
   36700     751.0221         36.7    4875.1154    4639860.5    2484.0237    6.8974053   -552809.93 
   36800    753.01486         36.8    4767.7911    4741450.9    2472.6157    6.9292282   -552758.58 
   36900    755.03049         36.9    4987.6672    4729461.4      2476.76    6.9176337   -552755.22 
   37000      757.112           37    5124.0011    4665413.6    2485.6224    6.8929692   -552776.42 
   37100     759.1043         37.1    5041.2835    4709056.8    2476.2863     6.918957   -552751.37 
   37200    761.13071         37.2    4529.3115    4746218.8    2452.6288    6.9856956   -552664.52 
   37300    763.14613         37.3    4811.9544    4795600.1    2448.3775    6.9978254   -552623.25 
   37400    765.17848         37.4    4874.3799    4600770.9    2476.0369     6.919654   -552683.14 
   37500    767.18606         37.5    5138.7897    4645402.2     2470.601    6.9348788   -552652.37 
   37600    769.19918         37.6    5008.8915    4761451.2    2448.9627    6.9961534   -552585.73 
   37700    771.20331         37.7    5035.3051    4722599.4    2455.0415    6.9788305      -552620 
   37800    773.18519         37.8    4821.9043    4623157.3     2470.674    6.9346739   -552691.93 
   37900    775.17556         37.9     4720.149    4698933.5    2462.3182    6.9582064   -552673.16 
   38000    777.15269           38    5115.7153    4787254.4    2452.8365    6.9851042   -552634.77 
   38100    779.13027         38.1    4845.2534    4675470.3    2466.4088     6.946666   -552663.31 
   38200     781.1296         38.2    4906.1098    4635216.9    2473.2665    6.9274049   -552681.03 
   38300    783.19791         38.3    5099.4022    4736971.3    2457.6841    6.9713264   -552637.58 
   38400     785.2914         38.4    4676.1233    4704323.9    2444.3921    7.0092348   -552584.52 
   38500     787.3956         38.5    4871.6834    4694842.9    2450.1322    6.9928138   -552574.35 
   38600     789.4757         38.6    4906.9584    4653107.1    2459.2571    6.9668675   -552589.64 
   38700     791.5777         38.7    4931.1722    4710035.9    2445.3965     7.006356   -552539.17 
   38800    793.66557         38.8    4976.7369    4766838.4    2440.4705     7.020498   -552532.16 
   38900    795.81062         38.9    5077.3419    4653763.5    2459.1526    6.9671635   -552620.22 
   39000    797.92693           39    4748.0758      4613824     2472.011    6.9309232   -552683.97 
   39100    800.06093         39.1    5186.9413    4703621.5    2465.0694    6.9504405   -552671.79 
   39200    802.17401         39.2    5142.7524    4732175.4    2460.4865    6.9633864   -552666.89 
   39300    804.28429         39.3    4936.7027    4666365.3    2469.9016    6.9368424   -552706.79 
   39400    806.40538         39.4    4816.0778    4674122.2    2466.9771    6.9450659   -552717.17 
   39500    808.51644         39.5    4778.4447    4753789.9    2455.0535    6.9787963   -552676.19 
   39600    810.64143         39.6    5085.4507    4701707.5    2463.8025    6.9540147   -552670.56 
   39700    812.75223         39.7    4877.5736    4653669.1    2472.6016    6.9292677   -552682.76 
   39800    814.88839         39.8    4878.6811    4661007.3    2450.6872    6.9912301   -552595.45 
   39900    817.03997         39.9    4932.8494    4858866.6    2415.3286    7.0935765   -552450.53 
   40000     819.1561           40    5171.7012    4695795.4    2443.7626    7.0110403   -552529.77 
   40100    821.13333         40.1    5091.0767    4537452.3    2471.7696    6.9316002   -552601.98 
   40200    823.15775         40.2    5119.7806    4762788.1    2429.0934    7.0533798   -552453.19 
   40300    825.21667         40.3     5232.559    4878969.5     2412.255    7.1026149   -552387.17 
   40400    827.36252         40.4    5153.6506    4578148.3    2465.5965    6.9489547   -552566.42 
   40500    829.46051         40.5    4848.5307    4573043.4    2469.0687    6.9391826   -552612.35 
   40600    831.50593         40.6    4986.9541    4854724.9    2420.5253    7.0783471   -552477.96 
   40700     833.5792         40.7    4754.9514    4758919.1    2420.5209      7.07836   -552447.92 
   40800    835.55816         40.8    4896.0641    4628160.1    2440.5128    7.0203763   -552472.05 
   40900    837.58156         40.9     5188.561    4640005.4    2439.4188    7.0235249   -552466.45 
   41000    839.66946           41    4933.5705    4749142.5    2424.3232    7.0672584   -552421.07 
   41100    841.65559         41.1    4992.6668    4729660.6    2427.6589    7.0575477   -552448.38 
   41200     843.7131         41.2    4947.0295    4649553.7    2436.6573    7.0314848   -552491.26 
   41300     845.7368         41.3    5084.2781    4704859.3    2435.7639    7.0340637   -552474.81 
   41400     847.9076         41.4    5295.6253      4708637    2445.6197    7.0057166   -552484.29 
   41500    849.89026         41.5    5029.7321    4557013.4    2451.2117    6.9897342   -552507.13 
   41600    851.81143         41.6    5165.0342    4748439.9    2415.9543    7.0917393   -552409.77 
   41700     853.8367         41.7    5103.8773    4856544.9    2411.2389    7.1056081    -552406.1 
   41800    855.80306         41.8    4776.7243    4541910.6    2464.6938    6.9514998   -552594.93 
   41900    857.86038         41.9    5016.8246      4606158    2469.7078    6.9373869   -552650.66 
   42000    859.92776           42    4903.1874      4780267    2428.0231    7.0564891    -552518.1 
   42100    861.98773         42.1    5175.1016    4804527.1     2427.078    7.0592369   -552493.43 
   42200    864.02926         42.2     5151.549    4583195.7    2460.9834    6.9619806   -552573.45 
   42300    866.02638         42.3    5036.9875    4665115.3    2451.1528    6.9899022   -552541.07 
   42400    868.00683         42.4    4734.1739    4771021.5    2426.1108     7.062051   -552456.66 
   42500     870.0182         42.5    5014.6669    4722250.3    2438.2059    7.0270186   -552518.46 
   42600    872.07446         42.6    4884.1059    4682839.7    2456.6735    6.9741944   -552616.88 
   42700    874.08374         42.7    4798.4858    4674701.9    2454.1321    6.9814166   -552617.38 
   42800     876.1199         42.8    4858.6898    4761013.6    2443.5599    7.0116221   -552575.04 
   42900    878.16712         42.9    4822.3423    4651679.3    2452.1648    6.9870175   -552579.68 
   43000    880.20076           43    4853.0845    4601371.8     2456.441    6.9748544   -552573.66 
   43100    882.22959         43.1     5208.061    4751974.8    2427.7659    7.0572367   -552466.66 
   43200    884.19265         43.2    5193.0623    4729651.1    2432.5175    7.0434512   -552473.77 
   43300    886.15675         43.3    4855.8175    4570339.8    2448.1021    6.9986128   -552505.02 
   43400    888.16878         43.4    4790.6904    4782332.7    2419.5099    7.0813177    -552390.8 
   43500    890.27026         43.5    5155.2791      4800601    2419.1538    7.0823602   -552378.48 
   43600    892.20219         43.6    4816.9875    4638380.5     2448.415    6.9977183   -552477.06 
   43700    894.09047         43.7    4871.6156    4646100.8    2434.0261    7.0390858   -552467.98 
   43800    896.03708         43.8    4920.7625    4851781.1    2405.1101    7.1237146   -552374.94 
   43900    897.90088         43.9    5087.7573    4640319.4    2431.9304    7.0451515    -552454.3 
   44000    899.88061           44    4957.5124    4643396.8    2447.0402    7.0016498    -552492.7 
   44100    901.93824         44.1    5221.5347    4757215.8    2435.4561    7.0349526   -552472.54 
   44200     904.0063         44.2    4982.9899    4685690.3    2446.0906    7.0043679   -552516.53 
   44300    906.10028         44.3    5390.5422    4627201.7    2462.0006    6.9591042      -552593 
   44400    908.15999         44.4     5323.262    4709188.9    2458.9125    6.9678438   -552607.85 
   44500    910.19182         44.5    4862.2277    4692818.8    2454.8861    6.9792721   -552613.09 
   44600    912.20733         44.6    4939.9642    4714659.4    2455.3607    6.9779231   -552622.54 
   44700    914.21288         44.7    5240.3344    4719299.8    2466.1241    6.9474681   -552661.33 
   44800    916.22916         44.8    5073.7091    4632901.8    2476.5889    6.9181115   -552724.35 
   44900    918.23061         44.9    4901.9913    4737955.6    2459.3751    6.9665332   -552679.41 
   45000    920.25008           45    4790.5343    4743793.2    2452.4827    6.9861118   -552646.98 
   45100      922.256         45.1    4750.7453    4622878.2    2473.2437    6.9274687      -552691 
   45200    924.25674         45.2    5120.2206    4649315.9    2477.1111    6.9166532   -552695.44 
   45300    926.28451         45.3    4901.3452    4694729.5    2451.5961    6.9886382   -552623.27 
   45400    928.30161         45.4     5126.631    4827577.1    2431.2604    7.0470931   -552522.15 
   45500    930.52381         45.5    4880.1912    4655673.1    2452.7765    6.9852749   -552559.69 
   45600    932.73187         45.6    4961.8624    4606235.3    2457.7893    6.9710282   -552555.38 
   45700    934.96878         45.7    5202.3539    4773413.1    2427.9566    7.0566823   -552453.35 
   45800     937.1585         45.8    5336.8198    4796956.7    2431.8094    7.0455022   -552475.08 
   45900    939.16827         45.9    5478.0057    4645931.6    2476.9736    6.9170371   -552654.13 
   46000    941.21196           46    4852.1021      4577968    2479.5706    6.9097924   -552682.64 
   46100    943.21263         46.1    4774.8692    4827181.4    2432.7925    7.0426549   -552550.67 
   46200    945.35189         46.2    5057.5595    4782463.9    2437.6893     7.028508   -552562.01 
   46300    947.49669         46.3    4852.7894    4572019.4    2474.4472    6.9240995   -552649.11 
   46400    949.61829         46.4    4857.2453    4592031.3    2462.0617    6.9589314   -552586.77 
   46500    951.82027         46.5    4860.3897    4788182.4    2423.9078    7.0684696   -552445.98 
   46600    953.89424         46.6     4959.591      4744187    2436.3813    7.0322811    -552487.5 
   46700    955.97576         46.7    5179.4683    4654239.8    2471.0789    6.9335375   -552638.65 
   46800    957.97228         46.8    5217.5599    4632676.2    2479.5289    6.9099087   -552701.51 
   46900    959.90809         46.9     5271.158    4718576.1    2467.0028    6.9449935   -552689.35 
   47000    961.82323           47    4638.6597    4745187.2    2462.5956    6.9574226   -552698.34 
   47100    963.74658         47.1    4890.9655      4661490    2473.0491    6.9280138   -552734.33 
   47200    965.68295         47.2    4764.9806    4675144.4    2469.9066    6.9368285   -552714.75 
   47300    967.66946         47.3    4910.0015    4704273.7    2463.9395    6.9536279   -552676.03 
   47400    969.58662         47.4    5087.1927    4694483.1    2472.4332    6.9297396   -552692.64 
   47500    971.51935         47.5    5198.7554    4663734.4    2478.8286    6.9118609   -552719.66 
   47600     973.4357         47.6    5142.0902    4720124.4    2465.4609    6.9493368   -552702.92 
   47700    975.37609         47.7    4834.4815    4744101.3    2460.8374    6.9623936   -552708.38 
   47800    977.28627         47.8    4826.2601    4662620.2    2486.5699    6.8903424   -552812.44 
   47900     979.1861         47.9    4892.9105    4582843.3    2494.2277    6.8691878   -552840.73 
   48000    981.10876           48    5110.8419    4828506.5    2460.2196    6.9641419   -552732.45 
   48100    983.01949         48.1    5099.7381    4723187.7    2475.2982    6.9217191   -552768.22 
   48200    984.93633         48.2    4977.9208    4564834.9    2503.0627    6.8449418   -552837.86 
   48300    986.83693         48.3     5128.254    4754351.5    2474.5571     6.923792   -552751.68 
   48400    988.74179         48.4    5028.1469    4777788.5    2467.6156    6.9432688   -552743.06 
   48500     990.6585         48.5    4584.7119    4594711.2    2493.6004    6.8709158    -552842.5 
   48600    992.56116         48.6    4748.0037    4714396.3    2477.8042    6.9147184   -552793.85 
   48700    994.46553         48.7    4825.7808    4816000.2    2465.7713    6.9484621   -552746.37 
   48800    996.38491         48.8    5233.2197    4636066.5    2491.2138    6.8774983   -552796.92 
   48900    998.33951         48.9    5069.1676    4646183.5    2491.6548     6.876281   -552780.16 
   49000    1000.2729           49     4950.995      4684767    2469.3648    6.9383504   -552712.15 
   49100    1002.1919         49.1    5034.8656    4776385.9    2455.2858     6.978136   -552659.25 
   49200    1004.1797         49.2    5064.0588    4654659.6    2473.7328     6.926099   -552698.54 
   49300    1006.4276         49.3    5048.6832    4626774.9    2477.4108    6.9158166   -552703.23 
   49400    1008.6644         49.4     5076.542    4781226.9    2451.2087    6.9897427   -552623.46 
   49500    1010.9196         49.5    4983.0423    4734864.8    2448.1383     6.998509   -552599.53 
   49600    1013.1635         49.6    5049.2221    4654650.2     2461.744    6.9598295    -552613.6 
   49700    1015.4264         49.7    4991.2053      4661886    2453.2248    6.9839985   -552567.43 
   49800    1017.6775         49.8    4889.9696    4709143.3    2440.7497     7.019695   -552524.98 
   49900    1019.9477         49.9    5102.1309    4721618.8    2450.5887    6.9915111   -552572.48 
   50000    1022.1985           50    4705.3885    4633730.7    2460.4002    6.9636306   -552635.67 
